大分類名,工種名,細別名,基本歩掛名,所要日数作業単位_数量,所要日数作業単位_単位,歩掛作業単位_数量,歩掛作業単位_単位,名称,規格,単位,数量,摘要
道路維持修繕床版補強工,床版補強工,仕上げ塗装工,,,,100,m²,普通作業員,,,,"表3.7,"
道路維持修繕床版補強工,床版補強工,仕上げ塗装工,,,,100,m²,エポキシ樹脂塗料,中塗り,kg,,"表3.7,"
道路維持修繕床版補強工,床版補強工,仕上げ塗装工,,,,100,m²,ウレタン樹脂塗料,上塗り,,,"表3.7,"
道路維持修繕床版補強工,床版補強工,仕上げ塗装工,,,,100,m²,諸雑費,式,1,,"表3.7,"
道路維持修繕床版補強工,床版補強工,クラック処理工,,,,100,m,土木一般世話役,,人,,"表5.1,"
道路維持修繕床版補強工,床版補強工,クラック処理工,,,,100,m,特殊作業員,,,,"表5.1,"
道路維持修繕床版補強工,床版補強工,クラック処理工,,,,100,m,普通作業員,,,,"表5.1,"
道路維持修繕床版補強工,床版補強工,クラック処理工,,,,100,m,シール材,エポキシ,kg,,"表5.1,"
道路維持修繕床版補強工,床版補強工,クラック処理工,,,,100,m,注入材,エポキシ,,,"表5.1,"
道路維持修繕床版補強工,床版補強工,クラック処理工,,,,100,m,諸雑費,式,1,,"表5.1,"
道路維持修繕床版補強工,床版補強工,足場工,,,,1,m²,橋りょう特殊工,,人,係数,"式6.1又は式6.2,"
道路維持修繕床版補強工,床版補強工,足場工,,,,1,m²,足場損料,,月,X,","
道路維持修繕床版補強工,床版補強工,足場工,,,,1,m²,諸雑費,式,1,,","
道路維持修繕床版補強工,床版補強工,朝顔,,,,1,m²,橋りょう特殊工,,人,係数,"式6.3,"
道路維持修繕床版補強工,床版補強工,朝顔,,,,1,m²,朝顔損料,,月,X,","
道路維持修繕床版補強工,床版補強工,朝顔,,,,1,m²,諸雑費,式,1,,","
道路維持修繕床版補強工,床版補強工,防護工,,,,1,m²,橋りょう特殊工,,人,係数,"式6.4(板張)又は式6.5 (シート張),"
道路維持修繕床版補強工,床版補強工,防護工,,,,1,m²,板張又はシート張 防護材損料,,月,X,","
道路維持修繕床版補強工,床版補強工,防護工,,,,1,m²,諸雑費,式,1,,","
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) 下地処理,,,,1,橋,土木一般世話役,,人,1×D,"表3.1,式4.1,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) 下地処理,,,,1,橋,特殊作業員,,,2×D,"表3.1,式4.1,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) 下地処理,,,,1,橋,普通作業員,,,1×D,"表3.1,式4.1,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) 下地処理,,,,1,橋,諸雑費,式,1,,"表4.1,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) プライマー塗布,,,,1,橋,土木一般世話役,,人,1×D,"表3.1,式4.2,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) プライマー塗布,,,,1,橋,特殊作業員,,,2×D,"表3.1,式4.2,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) プライマー塗布,,,,1,橋,普通作業員,,,1×D,"表3.1,式4.2,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) プライマー塗布,,,,1,橋,プライマー材 料費,プライマー,kg,,"必要量計上(注)2,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) プライマー塗布,,,,1,橋,諸雑費,式,1,,"表4.1,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) 下塗り (パテ塗布),,,,1,橋,土木一般世話役,,人,1×D,"表3.1,式4.3,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) 下塗り (パテ塗布),,,,1,橋,特殊作業員,,,2×D,"表3.1,式4.3,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) 下塗り (パテ塗布),,,,1,橋,普通作業員,,,1×D,"表3.1,式4.3,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) 下塗り (パテ塗布),,,,1,橋,パテ材 材料費,パテ材,kg,,"必要量計上(注)2,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) 下塗り (パテ塗布),,,,1,橋,諸雑費,式,1,,"表4.1,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) 中塗り材塗布1層・,,,,1,橋,土木一般世話役,,人,1×D,"表3.1,式4.4,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) 中塗り材塗布1層・,,,,1,橋,特殊作業員,,,2×D,"表3.1,式4.4,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) 中塗り材塗布1層・,,,,1,橋,普通作業員,,,1×D,"表3.1,式4.4,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) 中塗り材塗布1層・,,,,1,橋,中塗り材 材料費,中塗り材,kg,,"必要量計上(注)2,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) 中塗り材塗布1層・,,,,1,橋,諸雑費,式,1,,"表4.1,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) 上塗り材塗布1層・,,,,1,橋,土木一般世話役,,人,1×D,"表3.1,式4.4,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) 上塗り材塗布1層・,,,,1,橋,特殊作業員,,,2×D,"表3.1,式4.4,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) 上塗り材塗布1層・,,,,1,橋,普通作業員,,,1×D,"表3.1,式4.4,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) 上塗り材塗布1層・,,,,1,橋,上塗り材 材料費,上塗り材,kg,,"必要量計上(注)2,"
道路維持修繕(橋梁補修工),表面被覆工,表面被覆工(塗装工法) 上塗り材塗布1層・,,,,1,橋,諸雑費,式,1,,"表4.1,"
道路維持修繕,道路清掃工 路面清掃工,路面清掃作業,,,,1,km,土木一般世話役,,人,0.8×T₁/T×1/L,"表5.1,"
道路維持修繕,道路清掃工 路面清掃工,路面清掃作業,,,,1,km,普通作業員,,,1.2×T₁/T×1/L,"表5.1,"
道路維持修繕,道路清掃工 路面清掃工,路面清掃作業,,,,1,km,路面清掃車運転,,h,T₁/L,"又は 機械損料,"
道路維持修繕,道路清掃工 路面清掃工,路面清掃作業,,,,1,km,散水車運転,,,T₁/L,"必要に応じて計上 機械損料,"
道路維持修繕,道路清掃工 路面清掃工,路面清掃作業,,,,1,km,ダンプトラック運転,[オンロード・ディーゼル] 4t積級,,T₁/L,"必要に応じて計上 機械損料,"
道路維持修繕,道路清掃工 路面清掃工,路面清掃作業,,,,1,km,諸雑費,式,1,,"表7.1,"
道路維持修繕,道路清掃工 路面清掃工,歩道掃き出し,,,,1,km,普通作業員,,人,0.31,"表5.2,"
道路維持修繕,道路清掃工 路面清掃工,歩道掃き出し,,,,1,km,諸雑費,式,1,,","
道路維持修繕,道路清掃工 路面清掃工,路面清掃車 (ブラシ式フロントリフトダンプ2.2m³) 運転,,,,1,時間,運転手(特殊),,人,1/T,","
道路維持修繕,道路清掃工 路面清掃工,路面清掃車 (ブラシ式フロントリフトダンプ2.2m³) 運転,,,,1,時間,助手(普通作業員),,,1/T,","
道路維持修繕,道路清掃工 路面清掃工,路面清掃車 (ブラシ式フロントリフトダンプ2.2m³) 運転,,,,1,時間,燃料費,,l,,"「第2編1章一般事項 原動機燃料消費量」による,"
道路維持修繕,道路清掃工 路面清掃工,路面清掃車 (ブラシ式フロントリフトダンプ2.2m³) 運転,,,,1,時間,路面清掃車,,h,1,"機械損料 表8.1,"
道路維持修繕,道路清掃工 路面清掃工,路面清掃車 (ブラシ式フロントリフトダンプ2.2m³) 運転,,,,1,時間,諸雑費,式,1,,","
道路維持修繕,道路清掃工 路面清掃工,路面清掃車(ブラシ式、真空式)運転,,,,1,時間,運転手(一般),,人,1/T,","
道路維持修繕,道路清掃工 路面清掃工,路面清掃車(ブラシ式、真空式)運転,,,,1,時間,助手(普通作業員),,,1/T,","
道路維持修繕,道路清掃工 路面清掃工,路面清掃車(ブラシ式、真空式)運転,,,,1,時間,燃料費,,l,,"「第2編1章一般事項 原動機燃料消費量」による,"
道路維持修繕,道路清掃工 路面清掃工,路面清掃車(ブラシ式、真空式)運転,,,,1,時間,路面清掃車,,h,1,"機械損料 表8.1,"
道路維持修繕,道路清掃工 路面清掃工,路面清掃車(ブラシ式、真空式)運転,,,,1,時間,諸雑費,式,1,,","
道路維持修繕,排水構造物清掃工 管渠清掃、側溝清掃及び集水桝清掃(組合せ作業),管渠清掃作業及び側溝清掃作業(組合せ作業),,,,100,m,土木一般世話役,,人,(\#5.1)×T₁/T×1/L×100,"表5.1,"
道路維持修繕,排水構造物清掃工 管渠清掃、側溝清掃及び集水桝清掃(組合せ作業),管渠清掃作業及び側溝清掃作業(組合せ作業),,,,100,m,普通作業員,,,(\#5.1)×T₁/T×1/L×100,"表5.1,"
道路維持修繕,排水構造物清掃工 管渠清掃、側溝清掃及び集水桝清掃(組合せ作業),管渠清掃作業及び側溝清掃作業(組合せ作業),,,,100,m,排水管清掃車運転,高圧水洗浄式,h,T₁/L×100,"機械損料,"
道路維持修繕,排水構造物清掃工 管渠清掃、側溝清掃及び集水桝清掃(組合せ作業),管渠清掃作業及び側溝清掃作業(組合せ作業),,,,100,m,側溝清掃車運転,ブロワ式,,T₁/L×100,"機械損料,"
道路維持修繕,排水構造物清掃工 管渠清掃、側溝清掃及び集水桝清掃(組合せ作業),管渠清掃作業及び側溝清掃作業(組合せ作業),,,,100,m,散水車運転,,,T₁/L×100,"必要に応じて計上 機械損料,"
道路維持修繕,排水構造物清掃工 管渠清掃、側溝清掃及び集水桝清掃(組合せ作業),管渠清掃作業及び側溝清掃作業(組合せ作業),,,,100,m,諸雑費,式,1,,"表7.1,"
道路維持修繕,排水構造物清掃工 管渠清掃、側溝清掃及び集水桝清掃(組合せ作業),集水桝清掃作業(組合せ作業),,,,100,個,土木一般世話役,,人,(\#5.1)×T₂/T×1/N×100,"表5.1,"
道路維持修繕,排水構造物清掃工 管渠清掃、側溝清掃及び集水桝清掃(組合せ作業),集水桝清掃作業(組合せ作業),,,,100,個,普通作業員,,,(\#5.1)×T₂/T×1/N×100,"表5.1,"
道路維持修繕,排水構造物清掃工 管渠清掃、側溝清掃及び集水桝清掃(組合せ作業),集水桝清掃作業(組合せ作業),,,,100,個,排水管清掃車運転,高圧水洗浄式,h,T₂/N×100,"機械損料,"
道路維持修繕,排水構造物清掃工 管渠清掃、側溝清掃及び集水桝清掃(組合せ作業),集水桝清掃作業(組合せ作業),,,,100,個,側溝清掃車運転,ブロワ式,,T₂/N×100,"機械損料,"
道路維持修繕,排水構造物清掃工 管渠清掃、側溝清掃及び集水桝清掃(組合せ作業),集水桝清掃作業(組合せ作業),,,,100,個,散水車運転,,,T₂/N×100,"必要に応じて計上 機械損料,"
道路維持修繕,排水構造物清掃工 管渠清掃、側溝清掃及び集水桝清掃(組合せ作業),集水桝清掃作業(組合せ作業),,,,100,個,諸雑費,式,1,,"表7.1,"
道路維持修繕,排水構造物清掃工 側溝清掃(単独作業),側溝清掃作業(単独作業),,,,100,m,土木一般世話役,,人,1.0×T₁/T×1/L×100,"表4.1,"
道路維持修繕,排水構造物清掃工 側溝清掃(単独作業),側溝清掃作業(単独作業),,,,100,m,普通作業員,,,3.6×T₁/T×1/L×100,"表4.1,"
道路維持修繕,排水構造物清掃工 側溝清掃(単独作業),側溝清掃作業(単独作業),,,,100,m,側溝清掃車運転,ブロワ式,h,T₁/L×100,"機械損料,"
道路維持修繕,排水構造物清掃工 側溝清掃(単独作業),側溝清掃作業(単独作業),,,,100,m,諸雑費,式,1,,"表6.1,"
道路維持修繕,排水構造物清掃工 集水桝清掃(単独作業),集水桝清掃作業(単独作業),,,,100,個,土木一般世話役,,人,0.8×T₁/T×1/N×100,"表4.1,"
道路維持修繕,排水構造物清掃工 集水桝清掃(単独作業),集水桝清掃作業(単独作業),,,,100,個,普通作業員,,,3.5×T₁/T×1/N×100,"表4.1,"
道路維持修繕,排水構造物清掃工 集水桝清掃(単独作業),集水桝清掃作業(単独作業),,,,100,個,側溝清掃車運転,ブロワ式,h,T₁/N×100,"機械損料,"
道路維持修繕,排水構造物清掃工 集水桝清掃(単独作業),集水桝清掃作業(単独作業),,,,100,個,諸雑費,式,1,,"表6.1,"
道路維持修繕,トンネル清掃工,清掃延長,,,,1,km,土木一般世話役,,人,1.0×T₁/T×1/L₁,"表5.1,"
道路維持修繕,トンネル清掃工,清掃延長,,,,1,km,特殊作業員,,,1.0×T₁/T×1/L₁,"表5.1,"
道路維持修繕,トンネル清掃工,清掃延長,,,,1,km,普通作業員,,,2.0×T₁/T×1/L₁,"表5.1,"
道路維持修繕,トンネル清掃工,清掃延長,,,,1,km,トンネル清掃車運転,,h,T₁/L₁,"機械損料,"
道路維持修繕,トンネル清掃工,清掃延長,,,,1,km,散水車運転,,,T₁/L₁,"必要に応じて計上 機械損料,"
道路維持修繕,トンネル清掃工,清掃延長,,,,1,km,ブラシ,,個,0.02,"表7.1,"
道路維持修繕,トンネル清掃工,清掃延長,,,,1,km,諸雑費,式,1,,"表8.1,"
道路維持修繕,トンネル照明器具清掃工,表面清掃 照明灯100灯当り,,,,,,土木一般世話役,,人,,"表3.1,"
道路維持修繕,トンネル照明器具清掃工,表面清掃 照明灯100灯当り,,,,,,普通作業員,,,,"表3.1,"
道路維持修繕,トンネル照明器具清掃工,表面清掃 照明灯100灯当り,,,,,,高所作業車運転,"トラック架装・伸縮ブーム プラットフォーム型・作業床高9.9m 積載荷重1,000kg",日,,"表3.1 機械賃料,"
道路維持修繕,トンネル照明器具清掃工,表面清掃 照明灯100灯当り,,,,,,諸雑費,式,1,,"表3.1,"
道路維持修繕,トンネル照明器具清掃工,表面及び内面清掃 照明灯100灯当り,,,,,,土木一般世話役,,人,,"表3.1,"
道路維持修繕,トンネル照明器具清掃工,表面及び内面清掃 照明灯100灯当り,,,,,,普通作業員,,,,"表3.1,"
道路維持修繕,トンネル照明器具清掃工,表面及び内面清掃 照明灯100灯当り,,,,,,高所作業車運転,"トラック架装・伸縮ブーム プラットフォーム型・作業床高9.9m 積載荷重1,000kg",日,,"表3.1 機械賃料,"
道路維持修繕,トンネル照明器具清掃工,表面及び内面清掃 照明灯100灯当り,,,,,,諸雑費,式,1,,"表3.1,"
道路維持修繕,トンネル補修工 ひび割れ補修工,ひび割れ補修工(低圧注入工法),,,,1,トンネル,土木一般世話役,,人,1×L/D,"表4.1,表5.1,"
道路維持修繕,トンネル補修工 ひび割れ補修工,ひび割れ補修工(低圧注入工法),,,,1,トンネル,特殊作業員,,,1×L/D,"表4.1,表5.1,"
道路維持修繕,トンネル補修工 ひび割れ補修工,ひび割れ補修工(低圧注入工法),,,,1,トンネル,普通作業員,,,1×L/D,"表4.1,表5.1,"
